arch,pretrained,family,aro::VG_Relation,aro::VG_Attribute,aro::Flickr30k_Order,aro::COCO_Order,colorswap::text,colorswap::image,colorswap::group,crepe::atom,crepe::swap,crepe::negate,eqben::eqbenyoucook2::text,eqben::eqbenyoucook2::image,eqben::eqbenyoucook2::group,eqben::eqbengebc::text,eqben::eqbengebc::image,eqben::eqbengebc::group,eqben::eqbenag::text,eqben::eqbenag::image,eqben::eqbenag::group,eqben::eqbenkubric_loc::text,eqben::eqbenkubric_loc::image,eqben::eqbenkubric_loc::group,eqben::eqbenkubric_cnt::text,eqben::eqbenkubric_cnt::image,eqben::eqbenkubric_cnt::group,eqben::eqbenkubric_attr::text,eqben::eqbenkubric_attr::image,eqben::eqbenkubric_attr::group,eqben::eqbensd::text,eqben::eqbensd::image,eqben::eqbensd::group,imagecode::videos,imagecode::static,mmvp_vlm::Orientation and Direction::text,mmvp_vlm::Orientation and Direction::image,mmvp_vlm::Orientation and Direction::group,mmvp_vlm::Presence of Specific Features::text,mmvp_vlm::Presence of Specific Features::image,mmvp_vlm::Presence of Specific Features::group,mmvp_vlm::State and Condition::text,mmvp_vlm::State and Condition::image,mmvp_vlm::State and Condition::group,mmvp_vlm::Quantity and Count::text,mmvp_vlm::Quantity and Count::image,mmvp_vlm::Quantity and Count::group,mmvp_vlm::Positional and Relational Context::text,mmvp_vlm::Positional and Relational Context::image,mmvp_vlm::Positional and Relational Context::group,mmvp_vlm::Color and Appearance::text,mmvp_vlm::Color and Appearance::image,mmvp_vlm::Color and Appearance::group,mmvp_vlm::Structural Characteristics::text,mmvp_vlm::Structural Characteristics::image,mmvp_vlm::Structural Characteristics::group,mmvp_vlm::Texts::text,mmvp_vlm::Texts::image,mmvp_vlm::Texts::group,mmvp_vlm::Viewpoint and Perspective::text,mmvp_vlm::Viewpoint and Perspective::image,mmvp_vlm::Viewpoint and Perspective::group,sugarcrepe::replace_obj,sugarcrepe::replace_att,sugarcrepe::replace_rel,sugarcrepe::swap_obj,sugarcrepe::swap_att,sugarcrepe::add_obj,sugarcrepe::add_att,svo_probes::subj_neg,svo_probes::verb_neg,svo_probes::obj_neg,valse::existence,valse::plurals,valse::counting-hard,valse::counting-small-quant,valse::counting-adversarial,valse::relations,valse::action-replacement,valse::actant-swap,valse::coreference-standard,valse::coreference-hard,valse::foil-it,vl_checklist::Object_Location_center,vl_checklist::Object_Location_margin,vl_checklist::Object_Location_mid,vl_checklist::Object_Size_large,vl_checklist::Object_Size_medium,vl_checklist::Object_Size_small,vl_checklist::Attribute_action,vl_checklist::Attribute_color,vl_checklist::Attribute_material,vl_checklist::Attribute_size,vl_checklist::Attribute_state,vl_checklist::Relation_action,vl_checklist::Relation_spatial,whatsup::WhatsUp_A,whatsup::WhatsUp_B,whatsup::COCO_QA_ONE,whatsup::COCO_QA_TWO,whatsup::VG_QA_ONE,whatsup::VG_QA_TWO,winoground::text,winoground::image,winoground::group,coco_karpathy::i2t/R@1,coco_karpathy::i2t/R@5,coco_karpathy::i2t/R@10,coco_karpathy::t2i/R@1,coco_karpathy::t2i/R@5,coco_karpathy::t2i/R@10,flickr30k::i2t/R@1,flickr30k::i2t/R@5,flickr30k::i2t/R@10,flickr30k::t2i/R@1,flickr30k::t2i/R@5,flickr30k::t2i/R@10,elevator::caltech101,elevator::cifar10,elevator::cifar100,elevator::country211,elevator::dtd,elevator::eurosat-clip,elevator::fer2013,elevator::fgvc-aircraft-2013b,elevator::flower102,elevator::food101,elevator::gtsrb,elevator::hateful-memes,elevator::imagenet-1k,elevator::kitti-distance,elevator::mnist,elevator::oxford-iiit-pets,elevator::patchcamelyon,elevator::rendered-sst2,elevator::resisc45-clip,elevator::stanfordcar,elevator::voc2007classification
ViT-S-CLIP,yfcc15m,SLIP,57.95094478371211,58.40272804587768,20.04,17.984806077568972,27.666666666666668,13.333333333333334,10.0,14.71352695219799,12.140445644834571,8.969542853840375,39.86128377936269,32.733538354162576,22.059368797574646,8.930540242557882,11.080485115766264,2.7012127894156563,10.940818493710177,8.57243505963078,2.535839732069923,6.15,8.450000000000001,1.4000000000000001,8.55,11.600000000000001,2.8000000000000003,35.6,47.25,25.2,68.27495042961004,69.39854593522803,52.61070720423001,11.858974358974358,31.627906976744185,20.0,0.0,0.0,26.666666666666668,6.666666666666667,6.666666666666667,26.666666666666668,33.33333333333333,13.333333333333334,6.666666666666667,6.666666666666667,0.0,20.0,6.666666666666667,6.666666666666667,53.333333333333336,40.0,26.666666666666668,13.333333333333334,0.0,0.0,6.666666666666667,0.0,0.0,13.333333333333334,13.333333333333334,6.666666666666667,83.83777239709444,72.46192893401016,60.4551920341394,55.51020408163265,56.906906906906904,73.03588748787585,72.83236994219652,77.87017167381974,70.00665532795978,87.76216656485441,61.78217821782178,60.51703877790834,52.41935483870967,56.44444444444444,48.480463096960925,59.813084112149525,65.74074074074075,60.37934668071654,52.40112994350282,50.0,80.06362672322376,82.94999999999999,71.89516787925879,79.14512578616353,82.01666666666667,75.75583536672947,69.6611531986532,66.94999999999999,68.25,67.5,56.1,62.340541976620614,64.76666666666667,52.2,25.728155339805824,30.14705882352941,45.794392523364486,52.04545454545455,48.10344827586207,48.45360824742268,19.25,7.000000000000001,4.25,24.16,47.02,58.28,14.6781287485006,34.63814474210316,46.06957217113155,42.9,72.7,82.2,27.96,54.66,65.6,51.5525519674154,61.89,30.89,8.691943127962086,17.4468085106383,21.48,27.862914460852608,4.459893048128342,48.5927298158524,43.75841584158416,9.422011084718923,55.775231633355205,32.9,21.80028129395218,9.8,24.155625916708807,58.056640625,50.30203185063152,16.178571428571427,3.0468847158313643,77.29870080208093
CLIP-ViT-B,redcaps,meru,51.906362414501864,53.723568754861816,26.200000000000003,19.904038384646142,31.333333333333336,16.0,11.333333333333332,13.295287603118997,13.814989871708306,8.78460382592614,38.96268184693233,42.90169905559554,27.47061004602063,10.143329658213892,15.270121278941565,4.189636163175303,11.141459728802483,12.939572782225126,4.032225126613299,9.5,8.1,2.0,13.700000000000001,15.1,3.5000000000000004,30.45,40.150000000000006,17.45,79.24653007270324,78.1890284203569,66.35822868473232,13.247863247863249,37.67441860465116,13.333333333333334,0.0,0.0,6.666666666666667,13.333333333333334,0.0,20.0,20.0,13.333333333333334,13.333333333333334,13.333333333333334,6.666666666666667,6.666666666666667,20.0,0.0,53.333333333333336,40.0,33.33333333333333,20.0,13.333333333333334,6.666666666666667,13.333333333333334,0.0,0.0,20.0,40.0,20.0,78.69249394673123,69.9238578680203,59.388335704125176,51.42857142857142,55.55555555555556,68.71968962172647,68.0635838150289,69.74248927038627,66.27227686164314,85.90918346568927,62.37623762376238,56.874265569917746,57.02764976958525,56.111111111111114,52.243125904486256,60.0,56.17283950617284,52.160168598524756,52.96610169491526,43.269230769230774,77.7306468716861,81.99166666666666,73.06854736172919,78.05440251572327,81.71666666666668,74.98001128694777,70.5944203944204,68.05,62.95,66.4,54.4,59.39303931987247,60.699999999999996,50.2,26.699029126213592,29.65686274509804,48.509123275478416,49.31818181818181,49.48275862068965,53.608247422680414,19.75,8.5,5.0,22.16,43.44,54.04,15.421831267493003,34.24630147940824,44.41023590563775,25.4,50.2,60.2,19.78,40.34,51.02,68.51768129705383,65.5,33.43,6.142180094786729,14.52127659574468,25.979999999999997,18.91891891891892,1.1898395721925135,50.2757377926695,78.03960396039604,6.872525732383214,50.99294298378967,37.666,15.18987341772152,10.25,77.0915748895511,53.1219482421875,51.45524437122461,30.97222222222222,14.09028727770178,74.84760013927374
CLIP_ViT-B-16,synreal4m,Scaling,57.70681615696471,53.907084409375116,22.939999999999998,21.135545781687327,28.999999999999996,11.666666666666666,6.666666666666667,12.80935698949034,11.775827143821742,11.963243368202047,38.60716700473293,39.32255883443477,25.96785098911645,9.812568908489526,13.120176405733186,2.9217199558985665,10.731498121222023,11.327295376572454,3.2174072863911127,6.35,5.7,1.4000000000000001,13.0,11.25,3.3000000000000003,38.6,49.65,26.450000000000003,73.95902181097158,80.83278255122273,64.97025776602776,13.194444444444445,38.83720930232558,13.333333333333334,13.333333333333334,6.666666666666667,33.33333333333333,6.666666666666667,6.666666666666667,46.666666666666664,40.0,20.0,26.666666666666668,0.0,0.0,33.33333333333333,13.333333333333334,13.333333333333334,66.66666666666666,53.333333333333336,53.333333333333336,6.666666666666667,13.333333333333334,0.0,6.666666666666667,6.666666666666667,0.0,13.333333333333334,0.0,0.0,82.32445520581115,72.33502538071066,57.61024182076814,54.69387755102041,55.85585585585585,68.33171677982541,68.0635838150289,77.95064377682404,71.20461436071878,86.66259417633884,63.366336633663366,57.34430082256169,53.91705069124424,55.111111111111114,56.00578871201157,53.45794392523364,62.34567901234568,59.957850368809275,53.10734463276836,51.92307692307693,76.9883351007423,81.10833333333333,67.7688899484354,75.6679245283019,80.49166666666667,71.94137432552547,66.78930976430976,66.8,63.05,61.95,54.05,57.18065887353879,61.03333333333333,41.8,26.941747572815533,30.392156862745097,44.45927903871829,46.36363636363636,45.08620689655172,49.828178694158076,23.75,5.75,4.5,21.98,45.66,58.24,14.398240703718512,33.73850459816074,45.1219512195122,44.8,71.6,82.8,30.92,56.84,68.32,69.19977532944614,67.11,39.28,4.454976303317536,22.925531914893618,33.379999999999995,18.445249373084422,2.39572192513369,23.21414084354546,40.36039603960396,12.296120348376881,53.551711446448294,30.574,28.691983122362867,9.81,45.43886415944632,51.69677734375,46.677649643053265,27.77777777777778,40.96505409774904,73.82909307765544
MERU-ViT-B,redcaps,meru,55.84965910348618,53.3897685904929,24.84,20.443822471011593,28.000000000000004,16.0,11.333333333333332,13.368742230760539,13.220796758946657,7.738542449286251,39.21786734716133,42.1797640079391,26.964601190865668,9.812568908489526,14.002205071664827,3.3627342888643876,10.36289005064532,9.342325600392092,2.7630289168436533,10.0,9.1,2.15,12.0,15.35,3.5999999999999996,31.7,38.0,18.4,76.1401189689359,78.65168539325843,65.03635161929941,13.461538461538462,34.651162790697676,0.0,0.0,0.0,13.333333333333334,0.0,0.0,33.33333333333333,26.666666666666668,13.333333333333334,20.0,0.0,0.0,6.666666666666667,26.666666666666668,6.666666666666667,66.66666666666666,33.33333333333333,26.666666666666668,26.666666666666668,13.333333333333334,6.666666666666667,20.0,0.0,0.0,20.0,20.0,13.333333333333334,78.4503631961259,69.79695431472082,58.819345661450924,55.91836734693878,53.153153153153156,66.92531522793405,71.09826589595376,69.15236051502146,65.80640390445906,85.11504785176135,56.43564356435643,56.16921269095182,56.91244239631337,58.44444444444444,50.7959479015919,56.63551401869159,57.407407407407405,55.53213909378293,51.836158192090394,48.07692307692308,79.32131495227995,81.84166666666665,71.4547273433637,77.51446540880504,81.625,73.60272109842593,69.55800865800866,64.3,65.25,66.85,56.45,62.79978746014878,62.800000000000004,57.199999999999996,26.699029126213592,33.57843137254902,51.4018691588785,49.09090909090909,47.241379310344826,51.546391752577314,20.5,7.249999999999999,4.75,21.18,43.02,53.94,15.141943222710916,33.74250299880048,44.750099960015994,24.5,48.1,58.9,19.3,41.06,51.6,66.30285112950122,67.67999999999999,32.68,5.767772511848341,16.01063829787234,29.439999999999998,17.44218445249373,1.8360071301247771,51.458326954982894,78.28910891089109,7.323832145684878,52.35633931286105,36.634,24.47257383966245,12.58,78.53873144785922,49.8626708984375,50.02745744096651,34.519841269841265,13.194876259171744,75.1293082036715
CLIP_vitb16,laion3m,StableRep,60.77944371302897,54.33650784683577,24.12,21.875249900039982,33.666666666666664,14.666666666666666,11.0,13.3178890270087,12.694125590817015,19.655551060509737,31.9941547252939,37.75436759798469,22.27965713537918,8.379272326350605,14.167585446527012,3.3627342888643876,7.663167783041986,12.564327724228066,2.6445842182649892,3.1,6.950000000000001,0.44999999999999996,7.449999999999999,12.35,2.3,34.699999999999996,48.199999999999996,24.4,64.70588235294117,76.93324520819563,56.311962987442165,11.431623931623932,34.418604651162795,6.666666666666667,6.666666666666667,0.0,13.333333333333334,0.0,0.0,13.333333333333334,13.333333333333334,6.666666666666667,13.333333333333334,0.0,0.0,20.0,20.0,6.666666666666667,46.666666666666664,46.666666666666664,33.33333333333333,26.666666666666668,26.666666666666668,26.666666666666668,20.0,13.333333333333334,6.666666666666667,20.0,13.333333333333334,6.666666666666667,76.81598062953995,68.52791878172589,56.54338549075392,55.51020408163265,55.55555555555556,61.25121241513094,67.34104046242774,73.25643776824035,67.05612659912741,84.19873752799838,55.64356435643565,57.81433607520564,49.53917050691244,54.55555555555556,51.519536903039075,56.82242990654206,58.95061728395061,59.74710221285564,44.49152542372881,50.96153846153846,72.21633085896076,78.13333333333333,65.56294236066964,72.5069182389937,78.05833333333334,68.28759606344502,62.44739658489659,60.599999999999994,63.5,59.5,56.05,60.74946865037195,63.1,52.1,28.398058252427184,30.14705882352941,52.069425901201605,48.40909090909091,47.758620689655174,45.70446735395189,24.75,10.0,5.25,14.16,33.26,45.24,9.10435825669732,23.89044382247101,33.36265493802479,27.4,53.0,65.1,18.24,39.88,50.3,59.61117813871979,66.49000000000001,31.52,3.118483412322275,18.29787234042553,17.48,20.11702424073558,2.1319073083778965,22.962970333658642,26.166336633663366,9.889152810768012,51.53622121585508,21.828,29.11392405063291,20.599999999999998,30.06363407568915,55.8258056640625,49.478308621636465,21.928571428571427,26.451933839074744,56.65007081826056
CyCLIP,cc3m,CyCLIP,49.61545843742275,50.74308928227308,29.520000000000003,25.10995601759296,25.666666666666664,10.0,5.0,13.436546502429653,13.544902093180283,15.644685892619778,30.332177364828024,30.513206394905012,17.304630417239196,9.592061742006615,14.057331863285558,4.0793825799338475,10.142337853291945,14.062244731253063,3.6263478189838265,6.25,5.8999999999999995,1.15,7.95,8.799999999999999,1.8499999999999999,24.65,31.55,13.65,70.32385988103105,79.37871777924653,61.79775280898876,12.339743589743591,32.79069767441861,13.333333333333334,13.333333333333334,0.0,26.666666666666668,13.333333333333334,6.666666666666667,33.33333333333333,26.666666666666668,20.0,20.0,0.0,0.0,20.0,20.0,13.333333333333334,60.0,40.0,33.33333333333333,20.0,13.333333333333334,6.666666666666667,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,80.56900726392251,63.95939086294417,58.819345661450924,54.285714285714285,55.85585585585585,68.91367604267701,64.73988439306359,81.6255364806867,75.99645049175479,89.3911626959886,55.049504950495056,60.0470035252644,54.26267281105991,53.77777777777778,49.34876989869754,53.64485981308411,66.9753086419753,61.01159114857745,46.04519774011299,48.07692307692308,78.79109225874868,80.72500000000001,67.24288749970567,75.6559748427673,80.58333333333333,69.77087501436439,66.24294131794132,65.65,58.25,61.9,54.0,60.71859723698193,61.0,48.1,27.184466019417474,29.411764705882355,47.35202492211838,50.68181818181819,45.86206896551724,48.10996563573883,21.75,5.75,3.5000000000000004,21.3,45.02,57.1,15.969612155137945,36.56937225109956,48.4046381447421,41.2,70.0,80.0,30.42,57.1,68.82,49.43810332438564,47.839999999999996,22.1,0.9146919431279621,17.23404255319149,14.499999999999998,26.330454165505714,1.0481283422459893,8.578020799219926,12.942574257425743,4.481393507521774,52.717991390760275,22.408,20.956399437412095,12.83,14.61261261261261,52.3773193359375,49.80779791323449,22.61111111111111,1.6042780748663104,72.92161276818587
c-CyCLIP,cc3m,CyCLIP,50.854187803383546,49.434240997041805,28.38,24.310275889644142,22.333333333333332,10.333333333333334,5.0,14.385806305797267,14.63875759621877,16.82367219557302,29.861065672097535,27.734519836855764,15.727714890182993,10.363836824696802,13.947078280044101,3.7486218302094816,8.993628492076459,15.103741218755104,3.6054157817350108,6.05,5.050000000000001,1.0,7.75,9.35,2.0,24.5,32.4,12.8,67.08526107072042,77.32980832782552,58.22868473231989,13.461538461538462,33.48837209302326,0.0,13.333333333333334,0.0,20.0,6.666666666666667,0.0,46.666666666666664,40.0,20.0,13.333333333333334,6.666666666666667,6.666666666666667,6.666666666666667,13.333333333333334,6.666666666666667,66.66666666666666,40.0,33.33333333333333,20.0,20.0,6.666666666666667,26.666666666666668,6.666666666666667,6.666666666666667,13.333333333333334,6.666666666666667,0.0,80.32687651331719,66.37055837563452,60.099573257467995,55.51020408163265,57.65765765765766,67.94374393792435,59.39306358381503,80.8744635193133,75.81158027065,88.04724088780289,52.27722772277228,57.931844888366626,53.45622119815668,52.44444444444445,52.38784370477568,53.64485981308411,63.27160493827161,63.540569020021074,50.282485875706215,51.92307692307693,80.27571580063628,79.85000000000001,67.11760554260555,75.00990566037736,79.425,69.96954184424733,68.10609668109667,61.8,57.35,58.7,56.05,57.38692879914984,59.366666666666674,48.5,26.941747572815533,29.65686274509804,48.8206497552292,47.72727272727273,47.241379310344826,51.20274914089347,19.75,8.75,3.5000000000000004,22.12,45.44,57.06,15.9656137544982,36.321471411435425,47.44902039184326,41.6,70.1,78.2,30.82,57.08,68.18,47.588003523493036,53.66,24.42,0.8436018957345972,15.585106382978722,20.7,19.16968514906659,0.89572192513369,12.572104533069991,13.81782178217822,3.32541567695962,56.26730249155878,21.834,36.708860759493675,10.59,13.506206921937258,56.5093994140625,50.0823723228995,20.0515873015873,1.5296604899888073,73.77295446973966
CLIP-ViT-L,redcaps,meru,53.968485965041076,53.89127041341484,24.44,19.820071971211515,30.666666666666664,8.333333333333332,7.000000000000001,13.029720872414963,14.01755570560432,11.917008611223487,39.734781565573954,42.509105978320136,27.708346965037407,10.859977949283351,14.002205071664827,4.134509371554575,11.795968795948376,8.42437918640745,2.86615749060611,10.549999999999999,7.55,2.35,15.85,16.7,5.7,30.599999999999998,32.35,15.25,80.30403172504957,79.04824851288829,68.3410442828817,11.324786324786325,30.930232558139537,6.666666666666667,0.0,0.0,20.0,6.666666666666667,6.666666666666667,33.33333333333333,40.0,20.0,13.333333333333334,6.666666666666667,0.0,13.333333333333334,6.666666666666667,0.0,40.0,26.666666666666668,26.666666666666668,13.333333333333334,13.333333333333334,13.333333333333334,26.666666666666668,0.0,0.0,20.0,13.333333333333334,0.0,78.8135593220339,71.8274111675127,60.384068278805124,57.14285714285714,56.30630630630631,67.45877788554802,65.3179190751445,69.20600858369099,66.82688752495748,84.68743636733863,52.67326732673268,58.871915393654525,55.18433179723502,60.333333333333336,48.33574529667149,60.5607476635514,58.0246913580247,55.00526870389885,51.9774011299435,55.769230769230774,80.27571580063628,81.0,70.43514986696805,77.59669811320755,81.25833333333334,74.48239253771308,70.79335618085618,66.95000000000002,64.9,69.35,55.4,61.57438894792774,59.43333333333334,53.400000000000006,26.45631067961165,28.921568627450984,46.50645304850912,50.0,46.55172413793103,47.07903780068728,20.75,9.25,6.75,21.22,41.94,52.18,14.226309476209517,32.1031587365054,42.56297481007597,24.9,47.8,58.5,18.72,38.98,49.32,67.66152018806477,72.03,36.41,6.118483412322275,16.27659574468085,24.16,22.819726943438283,1.3146167557932265,49.21499064658118,79.45346534653466,8.091844813935076,50.74890784272935,38.018,16.736990154711673,14.97,77.44174228049226,50.872802734375,51.01592531576057,35.17857142857143,17.199353314264396,74.44969689510793
CLIP,cc3m,CyCLIP,45.88968178746296,52.114172412782615,26.200000000000003,23.29468212714914,30.666666666666664,9.0,6.0,13.131427279918634,12.383524645509791,12.997746055597295,28.971188030273286,30.846910510589108,17.1955767846627,9.536934950385888,15.380374862183022,4.299889746416759,9.68847002123836,12.561264499264826,3.473186570821761,6.75,5.800000000000001,1.2,9.85,10.45,2.3,33.85,43.1,21.3,70.58823529411765,79.31262392597488,61.731658955717116,13.782051282051283,32.79069767441861,6.666666666666667,0.0,0.0,13.333333333333334,0.0,0.0,46.666666666666664,6.666666666666667,0.0,0.0,0.0,0.0,20.0,13.333333333333334,0.0,60.0,53.333333333333336,40.0,20.0,13.333333333333334,6.666666666666667,6.666666666666667,13.333333333333334,6.666666666666667,20.0,6.666666666666667,0.0,81.77966101694916,67.00507614213198,59.103840682788054,57.14285714285714,53.753753753753756,70.0775945683802,64.45086705202311,82.56437768240343,76.41055978702951,88.23050295255548,54.05940594059406,61.57461809635723,49.65437788018433,54.44444444444444,51.37481910274963,54.20560747663551,64.19753086419753,62.381454162276086,46.04519774011299,39.42307692307692,80.48780487804879,80.96666666666665,68.50348826257918,77.46084905660378,81.89999999999999,71.39591577553246,65.97592592592592,63.3,58.75,59.3,52.85000000000001,60.71530286928799,59.46666666666667,47.4,26.699029126213592,30.88235294117647,50.77881619937694,49.77272727272727,48.275862068965516,49.828178694158076,19.75,7.000000000000001,5.0,21.36,45.98,57.36,15.581767293082766,35.51779288284686,47.508996401439425,40.5,69.2,79.5,30.54,56.92,68.26,46.84218341291992,45.35,19.35,0.7345971563981043,14.73404255319149,22.62,24.15714683755921,1.4563279857397504,11.335520539559695,13.001980198019803,6.524148851939826,53.535709142116474,20.448,23.347398030942333,10.42,14.784340927198066,61.566162109375,50.0823723228995,17.273809523809526,1.3306802636488,73.35523529530431
MERU-ViT-L,redcaps,meru,57.11579084650663,55.12144411958941,22.86,18.572570971611356,32.0,13.666666666666666,9.333333333333334,12.306475307944401,13.544902093180283,9.09668843553141,39.935440249514706,42.09470217452944,27.72361447359812,9.977949283351709,12.458654906284455,3.693495038588754,10.270482764254208,8.686795458258455,2.5072496324130045,9.1,5.800000000000001,1.6500000000000001,12.25,14.000000000000002,4.05,31.6,32.15,16.150000000000002,78.05684071381361,79.97356245869133,68.27495042961004,13.194444444444445,31.3953488372093,26.666666666666668,6.666666666666667,0.0,13.333333333333334,13.333333333333334,0.0,33.33333333333333,40.0,13.333333333333334,20.0,6.666666666666667,0.0,13.333333333333334,26.666666666666668,6.666666666666667,46.666666666666664,20.0,13.333333333333334,33.33333333333333,13.333333333333334,6.666666666666667,6.666666666666667,0.0,0.0,20.0,13.333333333333334,6.666666666666667,78.26876513317191,69.54314720812182,58.392603129445234,52.244897959183675,56.606606606606604,67.55577109602328,69.07514450867052,69.90343347639485,65.65850772757524,84.6263490124211,63.56435643564357,58.1668625146886,58.06451612903226,57.666666666666664,52.96671490593343,58.504672897196265,55.8641975308642,55.84826132771338,49.293785310734464,48.07692307692308,81.54825026511135,81.66666666666667,71.50578630124083,77.98867924528302,81.98333333333333,74.55068560519639,70.5675505050505,65.35,64.64999999999999,65.30000000000001,55.4,60.02438894792773,59.56666666666667,59.199999999999996,24.75728155339806,31.372549019607842,46.77347574543836,47.04545454545455,44.224137931034484,49.828178694158076,21.25,7.5,4.25,21.16,42.1,52.74,14.706117552978808,33.15073970411835,43.38264694122351,25.6,50.3,60.6,19.0,39.62,50.32,65.77440300302446,68.66,35.46,6.469194312796208,15.0,30.080000000000002,21.677347450543326,1.857397504456328,51.00829336295533,79.14059405940594,5.866983372921615,49.139876142164475,38.054,19.831223628691983,11.58,79.07959056336544,53.2318115234375,49.313563975837454,36.27777777777778,16.51535878622062,76.32273174523563
