arch,pretrained,family,aro::VG_Relation,aro::VG_Attribute,aro::Flickr30k_Order,aro::COCO_Order,colorswap::text,colorswap::image,colorswap::group,crepe::atom,crepe::swap,crepe::negate,eqben::eqbenyoucook2::text,eqben::eqbenyoucook2::image,eqben::eqbenyoucook2::group,eqben::eqbengebc::text,eqben::eqbengebc::image,eqben::eqbengebc::group,eqben::eqbenag::text,eqben::eqbenag::image,eqben::eqbenag::group,eqben::eqbenkubric_loc::text,eqben::eqbenkubric_loc::image,eqben::eqbenkubric_loc::group,eqben::eqbenkubric_cnt::text,eqben::eqbenkubric_cnt::image,eqben::eqbenkubric_cnt::group,eqben::eqbenkubric_attr::text,eqben::eqbenkubric_attr::image,eqben::eqbenkubric_attr::group,eqben::eqbensd::text,eqben::eqbensd::image,eqben::eqbensd::group,imagecode::videos,imagecode::static,mmvp_vlm::Orientation and Direction::text,mmvp_vlm::Orientation and Direction::image,mmvp_vlm::Orientation and Direction::group,mmvp_vlm::Presence of Specific Features::text,mmvp_vlm::Presence of Specific Features::image,mmvp_vlm::Presence of Specific Features::group,mmvp_vlm::State and Condition::text,mmvp_vlm::State and Condition::image,mmvp_vlm::State and Condition::group,mmvp_vlm::Quantity and Count::text,mmvp_vlm::Quantity and Count::image,mmvp_vlm::Quantity and Count::group,mmvp_vlm::Positional and Relational Context::text,mmvp_vlm::Positional and Relational Context::image,mmvp_vlm::Positional and Relational Context::group,mmvp_vlm::Color and Appearance::text,mmvp_vlm::Color and Appearance::image,mmvp_vlm::Color and Appearance::group,mmvp_vlm::Structural Characteristics::text,mmvp_vlm::Structural Characteristics::image,mmvp_vlm::Structural Characteristics::group,mmvp_vlm::Texts::text,mmvp_vlm::Texts::image,mmvp_vlm::Texts::group,mmvp_vlm::Viewpoint and Perspective::text,mmvp_vlm::Viewpoint and Perspective::image,mmvp_vlm::Viewpoint and Perspective::group,sugarcrepe::replace_obj,sugarcrepe::replace_att,sugarcrepe::replace_rel,sugarcrepe::swap_obj,sugarcrepe::swap_att,sugarcrepe::add_obj,sugarcrepe::add_att,svo_probes::subj_neg,svo_probes::verb_neg,svo_probes::obj_neg,valse::existence,valse::plurals,valse::counting-hard,valse::counting-small-quant,valse::counting-adversarial,valse::relations,valse::action-replacement,valse::actant-swap,valse::coreference-standard,valse::coreference-hard,valse::foil-it,vl_checklist::Object_Location_center,vl_checklist::Object_Location_margin,vl_checklist::Object_Location_mid,vl_checklist::Object_Size_large,vl_checklist::Object_Size_medium,vl_checklist::Object_Size_small,vl_checklist::Attribute_action,vl_checklist::Attribute_color,vl_checklist::Attribute_material,vl_checklist::Attribute_size,vl_checklist::Attribute_state,vl_checklist::Relation_action,vl_checklist::Relation_spatial,whatsup::WhatsUp_A,whatsup::WhatsUp_B,whatsup::COCO_QA_ONE,whatsup::COCO_QA_TWO,whatsup::VG_QA_ONE,whatsup::VG_QA_TWO,winoground::text,winoground::image,winoground::group,coco_karpathy::i2t/R@1,coco_karpathy::i2t/R@5,coco_karpathy::i2t/R@10,coco_karpathy::t2i/R@1,coco_karpathy::t2i/R@5,coco_karpathy::t2i/R@10,flickr30k::i2t/R@1,flickr30k::i2t/R@5,flickr30k::i2t/R@10,flickr30k::t2i/R@1,flickr30k::t2i/R@5,flickr30k::t2i/R@10,elevator::caltech101,elevator::cifar10,elevator::cifar100,elevator::country211,elevator::dtd,elevator::eurosat-clip,elevator::fer2013,elevator::fgvc-aircraft-2013b,elevator::flower102,elevator::food101,elevator::gtsrb,elevator::hateful-memes,elevator::imagenet-1k,elevator::kitti-distance,elevator::mnist,elevator::oxford-iiit-pets,elevator::patchcamelyon,elevator::rendered-sst2,elevator::resisc45-clip,elevator::stanfordcar,elevator::voc2007classification
ViT-B-16,commonpool_l_text_s1b_b8k,OpenCLIP,43.98013261299065,55.32166048645371,29.759999999999998,23.310675729708116,39.666666666666664,19.0,13.666666666666666,14.990394394846875,11.35719108710331,12.963069987863376,55.922702785229774,51.5649196274728,40.31276581822941,12.899669239250274,16.041896361631753,4.685777287761852,11.281347002123836,8.3095082502859,2.2412595981048846,9.45,4.05,0.8999999999999999,23.75,12.8,5.55,46.45,48.65,29.5,87.5743555849306,87.97091870456048,78.71777924653007,13.247863247863249,50.697674418604656,13.333333333333334,0.0,0.0,40.0,13.333333333333334,6.666666666666667,53.333333333333336,33.33333333333333,13.333333333333334,20.0,13.333333333333334,6.666666666666667,13.333333333333334,0.0,0.0,73.33333333333333,53.333333333333336,46.666666666666664,20.0,20.0,13.333333333333334,6.666666666666667,13.333333333333334,0.0,6.666666666666667,0.0,0.0,91.94915254237289,78.04568527918782,62.37553342816501,55.91836734693878,59.15915915915916,82.49272550921435,71.09826589595376,83.71781115879828,74.83546550321675,89.26898798615353,70.89108910891089,62.16216216216216,59.7926267281106,59.0,61.50506512301013,55.887850467289724,71.75925925925925,56.48050579557429,51.41242937853108,57.692307692307686,86.10816542948038,85.96666666666665,71.08383838383838,81.13694968553459,85.07499999999999,78.03629866774742,72.46610149110148,67.4,70.85,65.2,57.25,60.731137088204036,56.599999999999994,46.0,27.669902912621357,30.14705882352941,48.55362705829995,47.27272727272727,45.775862068965516,52.57731958762887,27.750000000000004,9.25,7.000000000000001,44.4,70.12,79.04,30.16793282686925,55.39784086365454,66.73330667732907,68.2,88.8,93.2,53.38,79.56,86.5,86.57576652820696,93.92,71.35000000000001,9.928909952606634,39.20212765957447,36.980000000000004,18.500975202006128,4.62210338680927,51.49336052159952,77.24752475247524,23.143309580364214,57.08502024291497,56.05,26.72292545710267,25.96,70.37815363880628,49.98779296875,49.313563975837454,51.51190476190476,65.2779505036687,81.8704246833788
CLIP_ViT-B-16,synreal32m,Scaling,48.31609439622608,57.255667821373194,33.08,26.029588164734108,40.0,14.000000000000002,9.0,13.696462877161261,11.694800810263335,13.327168699069524,50.494012955571556,48.85820846692403,36.19708172479225,10.970231532524807,16.75854465270121,4.575523704520397,12.791516909001796,9.111052115667375,2.9687755268746936,8.5,5.5,1.3,28.799999999999997,16.3,8.25,47.15,52.449999999999996,30.85,91.07732980832782,91.93654990085922,85.12888301387972,15.544871794871796,50.697674418604656,13.333333333333334,6.666666666666667,0.0,20.0,13.333333333333334,0.0,26.666666666666668,40.0,6.666666666666667,26.666666666666668,6.666666666666667,6.666666666666667,20.0,13.333333333333334,13.333333333333334,73.33333333333333,60.0,53.333333333333336,26.666666666666668,26.666666666666668,0.0,20.0,13.333333333333334,6.666666666666667,33.33333333333333,33.33333333333333,20.0,91.16222760290556,79.18781725888326,58.89046941678521,60.40816326530612,61.41141141141141,78.85548011639185,75.14450867052022,85.64914163090128,79.40545736892702,90.71472205253512,55.049504950495056,62.27967097532316,61.05990783410138,66.11111111111111,56.87409551374819,56.26168224299065,75.30864197530865,59.11485774499473,53.813559322033896,50.96153846153846,86.42629904559915,86.36666666666667,73.60016540698359,82.87028301886791,85.99166666666667,78.15987757681468,73.87306998556998,69.5,68.05,63.449999999999996,54.55,60.65935175345378,64.43333333333334,35.699999999999996,27.184466019417474,29.411764705882355,44.726301735647525,49.31818181818181,45.08620689655172,46.735395189003434,25.25,8.0,4.5,45.24,70.5,80.26,29.948020791683327,55.43382646941223,66.54938024790084,74.5,92.9,95.8,56.18,80.96,88.68,85.00767237864156,89.39,65.35,10.246445497630331,41.808510638297875,39.5,36.66759543048203,6.63903743315508,41.71407109386886,71.28712871287128,29.944576405384005,52.82120625370054,52.852,22.22222222222222,41.93,72.94811083758808,51.79443359375,52.66337177375069,54.48412698412698,69.73013306802636,81.91070519576125
CLIP_ViT-B-16,syn256m,Scaling,52.79833311965612,58.94983183100637,28.02,19.904038384646142,42.66666666666667,17.666666666666668,13.666666666666666,15.2107582777715,11.411208642808914,7.732763104663931,45.28779253636939,41.02161442997666,28.582957098300945,11.797133406835721,15.104740904079383,4.5203969128996695,13.56293906224473,9.791598595000817,3.1341896748897238,8.55,4.55,0.8999999999999999,23.25,13.750000000000002,6.15,46.25,54.2,30.5,92.72967614011897,93.12623925974884,87.83873099801718,13.835470085470087,51.3953488372093,26.666666666666668,6.666666666666667,6.666666666666667,13.333333333333334,6.666666666666667,0.0,40.0,26.666666666666668,13.333333333333334,20.0,6.666666666666667,0.0,33.33333333333333,0.0,0.0,60.0,60.0,46.666666666666664,26.666666666666668,20.0,13.333333333333334,13.333333333333334,13.333333333333334,0.0,26.666666666666668,26.666666666666668,6.666666666666667,92.19128329297821,78.04568527918782,63.79800853485064,61.63265306122449,63.66366366366366,83.26867119301649,76.44508670520231,85.21995708154506,78.24447238038897,88.23050295255548,61.18811881188119,60.98707403055229,57.6036866359447,64.44444444444444,48.33574529667149,61.49532710280374,75.15432098765432,55.95363540569021,44.77401129943503,46.15384615384615,87.48674443266172,85.74166666666667,72.46810647265193,82.35943396226416,85.675,77.75020324263978,72.23398268398269,62.4,51.599999999999994,58.8,52.89999999999999,57.63363443145589,64.10000000000001,40.6,25.24271844660194,28.921568627450984,50.60080106809078,48.40909090909091,47.93103448275862,45.70446735395189,27.250000000000004,9.25,7.000000000000001,47.12,71.56,80.5,30.123950419832067,55.273890443822474,66.16553378648541,78.0,94.1,97.7,58.34,82.82,89.1,82.16730536867537,46.160000000000004,21.75,10.530805687203792,42.92553191489362,18.240000000000002,28.47589857899136,11.0650623885918,44.713573151856664,68.89504950495049,12.779097387173396,55.04232609495767,54.42,39.24050632911392,12.879999999999999,80.28949994904553,56.011962890625,52.44371224601867,38.785714285714285,70.56336276582515,83.51247487596677
ViT-B-SLIP,yfcc15m,SLIP,55.6684871316281,59.7491939826339,28.82,26.545381847261098,28.666666666666668,16.0,9.666666666666666,19.25076279805628,14.76029709655638,10.061838987458822,42.72067002551855,43.68906628279788,29.298348928002792,9.426681367144432,16.09702315325248,3.693495038588754,11.921050481947395,11.689266459728803,3.8295417415454986,6.8500000000000005,6.8500000000000005,1.25,8.05,12.35,2.45,28.65,39.900000000000006,17.549999999999997,80.7666886979511,83.47653668208856,71.11698612029082,14.636752136752138,43.25581395348837,33.33333333333333,20.0,13.333333333333334,6.666666666666667,6.666666666666667,0.0,26.666666666666668,26.666666666666668,20.0,0.0,6.666666666666667,0.0,20.0,13.333333333333334,6.666666666666667,66.66666666666666,53.333333333333336,46.666666666666664,20.0,33.33333333333333,13.333333333333334,20.0,6.666666666666667,0.0,26.666666666666668,20.0,6.666666666666667,89.22518159806295,76.90355329949239,66.42958748221906,62.04081632653061,58.55855855855856,73.56935014548982,71.96531791907515,82.32296137339056,75.66368409376618,89.04500101812258,64.95049504950495,59.929494712103406,55.29953917050692,52.55555555555556,45.58610709117221,60.18691588785047,68.3641975308642,57.112750263435196,53.53107344632768,44.230769230769226,84.41145281018028,83.24166666666666,72.75359303995667,79.88097484276729,83.3,76.37154531524065,70.65343314093313,69.35,70.5,71.44999999999999,56.849999999999994,62.95276301806589,68.93333333333332,52.900000000000006,26.45631067961165,27.696078431372552,44.41477525589675,49.09090909090909,46.12068965517241,47.07903780068728,20.75,12.0,7.249999999999999,34.52,60.28,71.76,23.190723710515794,46.17752898840464,57.784886045581764,59.4,86.0,92.0,41.36,67.64,77.56,74.46405696998949,83.05,50.38,11.454976303317535,26.170212765957444,23.32,30.25912510448593,8.219251336898395,61.118098049053984,63.79009900990099,10.467141726049089,54.50304843897522,45.22,25.87904360056259,16.11,33.95070956989509,51.4923095703125,49.9176276771005,28.535714285714285,8.29498818554906,78.1954285843642
CLIP_ViT-B-16,cc12m,SynthCLIP,54.87096442527835,58.73880119945595,32.24,26.32546981207517,38.0,17.0,12.0,17.312690699514068,14.9898717083052,15.974108536092007,45.433924404021894,42.11869397369627,29.909049270431197,10.970231532524807,15.545755237045203,4.630650496141125,8.641868158797582,12.425972063388336,2.816635353700376,7.75,6.75,1.15,10.7,10.35,2.3,39.75,47.349999999999994,25.5,79.57699933906147,84.00528750826173,70.78651685393258,14.155982905982906,46.51162790697674,0.0,6.666666666666667,0.0,20.0,6.666666666666667,0.0,20.0,26.666666666666668,6.666666666666667,26.666666666666668,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0.0,73.33333333333333,66.66666666666666,53.333333333333336,26.666666666666668,33.33333333333333,13.333333333333334,20.0,26.666666666666668,13.333333333333334,20.0,13.333333333333334,0.0,85.77481840193705,74.49238578680203,63.51351351351351,60.40816326530612,65.16516516516516,72.45392822502424,71.38728323699422,81.41094420600858,75.53057753457072,89.16717572795764,57.62376237623762,59.34195064629847,53.3410138248848,54.77777777777778,53.69030390738061,57.19626168224299,67.43827160493827,65.54267650158062,51.271186440677965,45.19230769230769,81.01802757158006,82.75,73.5376074262438,78.70408805031445,83.06666666666666,75.54399991764592,69.2696127946128,61.9,66.9,63.65,57.900000000000006,59.9403825717322,63.06666666666667,51.800000000000004,27.669902912621357,27.941176470588236,50.734312416555404,51.36363636363637,49.48275862068965,46.735395189003434,25.5,11.0,5.75,30.58,57.02,68.36,20.279888044782087,43.6265493802479,55.26189524190324,52.7,78.8,86.2,41.08,67.94,77.26,69.85289628908542,68.11,34.31,4.592417061611374,19.20212765957447,16.520000000000003,32.265254945667316,2.209447415329768,26.104218825589548,41.65148514851485,7.656373713380839,54.52145108895681,33.684,33.61462728551336,8.28,56.898948646627815,50.4425048828125,49.9176276771005,34.10714285714286,17.373461012311903,74.56063135520081
CLIP_vitb16,laion20m,StableRep,54.49515126671116,55.899177456140585,36.74,33.08676529388245,34.333333333333336,11.666666666666666,6.666666666666667,14.685275172335857,12.721134368669818,22.33716696526614,45.57351305371982,46.7273004863792,32.604855067722305,10.143329658213892,15.65600882028666,4.355016538037487,9.946291455644502,10.12293742852475,2.6001674562979904,6.0,4.6,0.95,21.099999999999998,17.4,6.5,40.35,46.7,25.2,85.72372769332452,88.36748182419035,78.05684071381361,14.476495726495727,48.372093023255815,13.333333333333334,6.666666666666667,6.666666666666667,26.666666666666668,13.333333333333334,0.0,26.666666666666668,20.0,13.333333333333334,20.0,13.333333333333334,6.666666666666667,6.666666666666667,0.0,0.0,66.66666666666666,53.333333333333336,40.0,13.333333333333334,20.0,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667,20.0,26.666666666666668,13.333333333333334,87.71186440677965,77.41116751269035,60.241820768136556,62.857142857142854,61.111111111111114,74.10281280310377,73.55491329479769,82.16201716738198,77.76380980551653,90.470372632865,63.76237623762376,56.52173913043478,56.451612903225815,58.22222222222222,51.6642547033285,54.57943925233645,70.67901234567901,59.74710221285564,47.31638418079096,38.46153846153847,84.72958642629904,84.90833333333332,71.10846342209977,81.20911949685535,84.46666666666667,75.09252282649655,73.06932419432421,67.8,68.15,65.35,57.400000000000006,59.962327311370885,63.866666666666674,44.2,27.9126213592233,28.186274509803923,45.883400089007566,47.95454545454545,46.724137931034484,49.140893470790374,26.0,8.0,5.5,38.84,64.32,75.04,24.14234306277489,48.4406237504998,59.94002399040384,61.2,86.9,92.8,45.42,72.04,81.82,81.22265189790625,85.21,62.12,8.293838862559241,33.03191489361702,38.019999999999996,40.345500139314574,5.140819964349376,37.779808287401885,63.61980198019802,27.110055423594616,55.71042230081132,45.745999999999995,26.863572433192683,36.6,66.36409421509782,50.1983642578125,49.14881933003844,42.24603174603175,62.56684491978609,78.38205121479248
ViT-B-CLIP,cc12m,SLIP,48.94572892506176,59.32653778485017,33.06,29.304278288684525,34.0,19.0,10.666666666666668,16.30127698044977,14.59824442943957,14.066924810726464,46.3347074091038,46.09260834478396,32.67246831991974,10.308710033076075,17.971334068357223,5.237045203969129,11.727046234275445,13.792170396993955,4.297194085933671,8.5,8.7,2.3,8.649999999999999,11.799999999999999,2.85,37.0,47.599999999999994,24.4,80.43621943159286,83.27825512227362,71.57964309319233,13.62179487179487,44.883720930232556,13.333333333333334,13.333333333333334,6.666666666666667,26.666666666666668,13.333333333333334,0.0,20.0,26.666666666666668,13.333333333333334,26.666666666666668,20.0,0.0,13.333333333333334,13.333333333333334,6.666666666666667,66.66666666666666,53.333333333333336,40.0,6.666666666666667,20.0,0.0,13.333333333333334,0.0,0.0,26.666666666666668,13.333333333333334,6.666666666666667,86.68280871670703,77.53807106598984,66.6429587482219,60.816326530612244,66.66666666666666,75.84869059165858,71.24277456647398,82.16201716738198,78.5698439695334,89.94094889024639,56.83168316831683,59.106933019976495,53.686635944700456,56.55555555555556,50.65123010130246,57.943925233644855,66.0493827160494,63.224446786090624,48.30508474576271,50.96153846153846,84.6235418875928,81.72500000000001,68.88245508700054,77.33333333333333,81.35833333333333,72.25246121031334,68.98295454545455,64.25,67.55,63.800000000000004,55.75,60.76859723698193,64.33333333333333,54.2,27.427184466019416,31.862745098039213,49.88874054294615,42.95454545454545,49.74137931034483,47.42268041237113,22.75,9.0,6.0,32.1,59.22,70.42,22.702918832467013,46.62135145941623,58.212714914034386,57.6,84.6,91.0,45.06,72.4,80.7,72.5853934847305,74.03,41.56,4.725118483412323,18.72340425531915,35.02,17.720813597102257,3.0294117647058822,27.319298214675364,45.2990099009901,9.429928741092636,51.55462386583668,36.908,39.943741209563996,8.14,53.56686509962147,50.0030517578125,52.38879736408567,36.69444444444444,22.198731501057082,71.99500111424453
CLIP_vitb16,laion10m,StableRep,60.369011665800855,55.66688574649864,36.6,32.890843662534984,31.0,12.333333333333334,6.666666666666667,14.933890835122613,13.423362592842675,19.26255562619199,42.05762393945343,45.0129773822766,30.10316473641737,8.930540242557882,14.22271223814774,3.031973539140022,6.947904754125143,10.918865381473616,2.087587812448946,5.800000000000001,3.8,0.75,13.3,12.45,3.55,40.300000000000004,47.099999999999994,25.4,81.3615333773959,84.26966292134831,72.04230006609386,14.155982905982906,46.51162790697674,6.666666666666667,0.0,0.0,20.0,13.333333333333334,6.666666666666667,40.0,40.0,26.666666666666668,33.33333333333333,6.666666666666667,6.666666666666667,20.0,6.666666666666667,6.666666666666667,73.33333333333333,66.66666666666666,60.0,33.33333333333333,20.0,13.333333333333334,40.0,13.333333333333334,13.333333333333334,13.333333333333334,6.666666666666667,0.0,87.16707021791767,77.41116751269035,61.30867709815079,59.591836734693885,56.006006006006004,70.95053346265762,70.95375722543352,82.05472103004293,74.93899282703542,88.3119527591122,61.584158415841586,55.346650998824906,54.953917050691246,57.88888888888889,53.69030390738061,51.77570093457944,67.28395061728395,63.856691253951524,49.01129943502825,49.03846153846153,82.92682926829268,84.06666666666666,69.1361964634692,79.08899371069182,83.5,74.49491851253758,69.55379990379991,64.75,66.35,62.7,57.6,60.96216790648246,64.10000000000001,47.199999999999996,25.970873786407765,31.372549019607842,48.28660436137071,46.13636363636363,48.189655172413794,49.828178694158076,20.75,8.0,5.25,32.28,58.12,68.52,20.53578568572571,42.7469012395042,54.586165533786485,55.1,82.2,89.2,39.32,66.74,76.22,78.84941887966035,82.0,56.330000000000005,6.5781990521327005,31.22340425531915,33.82,32.23739203120646,5.597147950089127,36.764095462437375,55.35049504950496,17.49010292953286,49.458321998367765,40.726,28.551336146272853,24.58,59.612183657359154,50.2777099609375,51.839648544755626,37.0436507936508,56.93321726153463,76.44525437683484
CLIP_ViT-B-16,synreal16m,Scaling,48.16835256655216,54.93875309305043,27.779999999999998,21.915233906437425,39.33333333333333,15.0,10.333333333333334,13.233133687422308,10.952059419311276,9.13714384788765,46.68149796069707,46.1820323234967,32.982180636437,9.371554575523705,14.277839029768469,3.197353914002205,13.385272014376737,9.229496814246039,3.2888825355334097,8.200000000000001,4.8500000000000005,1.0,21.8,12.950000000000001,5.5,45.050000000000004,52.05,30.55,88.16920026437542,90.87904824851289,82.55122273628552,13.62179487179487,47.674418604651166,26.666666666666668,13.333333333333334,13.333333333333334,6.666666666666667,6.666666666666667,0.0,33.33333333333333,40.0,33.33333333333333,13.333333333333334,6.666666666666667,6.666666666666667,13.333333333333334,6.666666666666667,0.0,66.66666666666666,60.0,53.333333333333336,33.33333333333333,20.0,13.333333333333334,33.33333333333333,0.0,0.0,13.333333333333334,20.0,0.0,90.07263922518159,78.04568527918782,58.46372688477952,57.14285714285714,59.909909909909906,77.15809893307468,76.73410404624278,84.1469957081545,77.20180433335798,89.81877418041132,67.32673267326733,60.28202115158637,56.22119815668203,58.333333333333336,61.070911722141815,56.44859813084112,70.67901234567901,58.377239199157,52.40112994350282,40.38461538461539,87.0625662778367,85.47500000000001,72.36417202326294,81.4064465408805,85.13333333333333,77.50188473546567,73.39708994708995,66.75,66.20000000000002,62.75,58.2,61.849787460148775,61.03333333333333,47.9,26.699029126213592,25.245098039215684,45.34935469514909,45.68181818181819,48.01724137931034,49.828178694158076,27.500000000000004,7.5,5.5,39.64,65.04,75.38,25.913634546181527,50.723710515793684,62.1031587365054,68.1,89.0,94.5,50.52,77.54,85.54,82.92834557929326,87.53999999999999,61.029999999999994,8.175355450236967,36.43617021276596,36.18,32.46029534689329,4.8208556149732615,38.50593687783438,64.72871287128713,28.59857482185273,55.97366020706982,48.24,28.551336146272853,24.45,67.70196177682402,50.4791259765625,52.937946183415704,48.11904761904762,63.43738341002363,79.50740662967588
swin_base,in21k_yfcc14m_gcc15m,UniCL,35.99988962407394,55.72186360891062,10.5,6.601359456217513,36.666666666666664,20.0,13.666666666666666,14.22759633856933,10.88453747467927,8.333814945385193,53.636938646426316,49.442735937534074,38.17313354707845,12.127894156560089,17.03417861080485,4.796030871003308,13.703336873059957,9.854394706747263,3.1929014866851824,5.1499999999999995,3.5999999999999996,0.4,12.0,6.2,1.5,37.8,40.2,20.95,85.92200925313945,89.22670191672174,79.57699933906147,15.491452991452991,48.372093023255815,13.333333333333334,6.666666666666667,0.0,20.0,20.0,6.666666666666667,33.33333333333333,20.0,13.333333333333334,6.666666666666667,0.0,0.0,13.333333333333334,6.666666666666667,6.666666666666667,53.333333333333336,53.333333333333336,33.33333333333333,13.333333333333334,13.333333333333334,6.666666666666667,6.666666666666667,20.0,6.666666666666667,20.0,26.666666666666668,13.333333333333334,91.64648910411623,78.1725888324873,65.14935988620199,62.04081632653061,62.01201201201201,81.86226964112512,68.9306358381503,89.00214592274678,81.7348221548473,92.8935043779271,70.29702970297029,61.57461809635723,55.64516129032258,60.88888888888889,49.34876989869754,57.943925233644855,74.22839506172839,54.794520547945204,52.824858757062145,63.46153846153846,87.48674443266172,84.14166666666667,69.23508276235549,79.31383647798742,83.48333333333333,75.94634845429631,70.11635401635401,69.8,65.9,63.9,52.95,58.75605738575983,63.79999999999999,48.4,25.970873786407765,27.450980392156865,50.11125945705385,43.86363636363637,46.293103448275865,48.45360824742268,26.5,8.75,6.5,40.4,68.46,78.28,29.70811675329868,56.06157536985206,67.56497401039584,68.3,91.3,96.1,56.88,82.72,89.1,87.85419314725735,89.82,68.67999999999999,11.14691943127962,28.882978723404257,26.900000000000002,34.46642518807467,5.221925133689839,73.20259484001787,73.02178217821782,8.756927949327,49.4551215375014,57.65,24.753867791842477,4.9399999999999995,55.04528954923621,52.001953125,50.0823723228995,45.666666666666664,17.435642333043152,81.53468799508738
ViT-8M-16-Text-3M,yfcc15m,TinyCLIP,60.03921514725338,56.89732371696353,28.78,24.89404238304678,33.33333333333333,13.0,8.666666666666668,14.046784947451691,11.141120864280891,9.952031439634744,43.719601299919304,37.56679534995311,26.550197387074963,12.679162072767364,11.57662624035281,3.528114663726571,15.43661166476066,6.788106518542722,2.5480926319228883,9.25,6.800000000000001,1.9,15.45,12.15,5.45,43.2,55.65,31.45,79.44481163251818,82.68341044282882,70.58823529411765,15.064102564102564,46.27906976744186,13.333333333333334,6.666666666666667,0.0,40.0,13.333333333333334,0.0,20.0,26.666666666666668,13.333333333333334,13.333333333333334,0.0,0.0,33.33333333333333,6.666666666666667,6.666666666666667,66.66666666666666,53.333333333333336,46.666666666666664,26.666666666666668,26.666666666666668,6.666666666666667,13.333333333333334,6.666666666666667,0.0,13.333333333333334,6.666666666666667,6.666666666666667,89.5278450363196,77.15736040609137,61.2375533428165,63.6734693877551,57.80780780780781,78.37051406401552,71.24277456647398,82.8862660944206,73.69666494121127,90.30747301975158,76.63366336633663,61.809635722679204,53.686635944700456,60.111111111111114,45.00723589001447,57.757009345794394,70.98765432098766,62.27608008429927,51.12994350282486,55.769230769230774,83.24496288441145,85.91666666666667,72.0456376115467,80.69009433962263,84.49166666666667,78.45998815525998,73.07497594997595,69.45,66.30000000000001,61.55,59.199999999999996,62.662486716259295,63.76666666666667,46.800000000000004,29.36893203883495,31.127450980392158,46.461949265687586,47.72727272727273,47.06896551724138,48.10996563573883,23.5,7.5,4.5,36.96,63.14,73.86,21.999200319872052,46.2015193922431,58.48860455817673,61.8,86.2,92.2,42.58,71.52,80.9,64.73674464685004,72.81,42.059999999999995,11.706161137440759,28.617021276595743,23.14,33.99275564224018,6.862745098039215,54.455030887844025,59.56039603960396,10.760095011876485,49.12467395304924,41.082,15.471167369901547,9.8,46.19801648606401,52.0294189453125,49.9725425590335,29.57936507936508,7.698047506529039,80.55373444240936
CLIP_ViT-B-16,syn128m,Scaling,52.4222877576778,58.8170900527154,26.6,20.319872051179527,38.666666666666664,14.666666666666666,10.333333333333334,14.792631935811956,11.937879810938554,7.576720799861296,42.40877663634976,40.194987895046786,27.34628890488342,12.07276736493936,15.65600882028666,4.575523704520397,13.673725698415293,9.83652589446169,3.3863951968632575,7.6499999999999995,4.2,0.8999999999999999,20.25,13.450000000000001,5.5,42.5,52.6,28.65,91.40779907468605,93.52280237937872,87.70654329147389,14.209401709401709,51.627906976744185,20.0,6.666666666666667,0.0,20.0,13.333333333333334,6.666666666666667,33.33333333333333,40.0,13.333333333333334,13.333333333333334,0.0,0.0,13.333333333333334,6.666666666666667,0.0,46.666666666666664,60.0,33.33333333333333,33.33333333333333,20.0,13.333333333333334,20.0,0.0,0.0,26.666666666666668,13.333333333333334,6.666666666666667,90.98062953995158,78.04568527918782,64.50924608819346,62.04081632653061,62.76276276276276,79.9224054316198,74.27745664739885,84.25429184549357,77.34230570139762,88.1286906943596,64.15841584158416,59.811985898942424,53.91705069124424,60.22222222222222,49.34876989869754,57.19626168224299,70.37037037037037,56.37513171759747,50.282485875706215,53.84615384615385,85.15376458112407,84.02500000000002,71.54096030232394,80.23333333333333,84.56666666666666,75.72691765565229,70.25358345358346,63.95,53.8,61.3,54.0,60.63379383634431,65.0,43.7,25.24271844660194,25.735294117647058,48.55362705829995,51.81818181818182,45.08620689655172,49.48453608247423,22.75,7.5,4.75,43.46,68.38,77.42,27.628948420631747,52.16713314674131,63.49860055977609,73.6,92.3,96.4,53.18,79.7,86.86,80.17907840392033,45.15,15.939999999999998,9.492890995260664,37.87234042553192,8.76,27.528559487322372,9.580213903743315,39.038565905510005,63.94851485148515,10.1187648456057,54.014178041638,51.198,20.393811533052038,9.98,75.70396901359486,50.4791259765625,51.894563426688634,34.75793650793651,67.03146374829001,82.29789617736829
